"","site_name","site","day","latest_temperature","lon","lat"
"274","London Harrow Stanmore","hr3","2016-06-30",15.1,"-0.298777","51.617333"
"275","London Harrow Stanmore","hr3","2016-07-01",10.2,"-0.298777","51.617333"
"276","London Harrow Stanmore","hr3","2016-07-02",10.7,"-0.298777","51.617333"
"277","London Harrow Stanmore","hr3","2016-07-03",13,"-0.298777","51.617333"
"278","London Harrow Stanmore","hr3","2016-07-04",15.4,"-0.298777","51.617333"
"279","London Harrow Stanmore","hr3","2016-07-05",22.1,"-0.298777","51.617333"
"280","London Harrow Stanmore","hr3",NA,15.3,"-0.298777","51.617333"
"281","London Marylebone Road","my1","2016-06-30",16.45,"-0.154611","51.52253"
"282","London Marylebone Road","my1","2016-07-01",12.65,"-0.154611","51.52253"
"283","London Marylebone Road","my1","2016-07-02",14.2,"-0.154611","51.52253"
"284","London Marylebone Road","my1","2016-07-03",15,"-0.154611","51.52253"
"285","London Marylebone Road","my1","2016-07-04",16.55,"-0.154611","51.52253"
"286","London Marylebone Road","my1","2016-07-05",18.5,"-0.154611","51.52253"
"287","London Marylebone Road","my1",NA,16.35,"-0.154611","51.52253"
"288","London N. Kensington","kc1","2016-06-30",16.1,"-0.213492","51.52105"
"289","London N. Kensington","kc1","2016-07-01",11.8,"-0.213492","51.52105"
"290","London N. Kensington","kc1","2016-07-02",13,"-0.213492","51.52105"
"291","London N. Kensington","kc1","2016-07-03",14.05,"-0.213492","51.52105"
"292","London N. Kensington","kc1","2016-07-04",16.15,"-0.213492","51.52105"
"293","London N. Kensington","kc1","2016-07-05",25.95,"-0.213492","51.52105"
"294","London N. Kensington","kc1",NA,16.35,"-0.213492","51.52105"
"295","London Teddington Bushy Park","ted2","2016-06-30",15.9,"-0.345606","51.425286"
"296","London Teddington Bushy Park","ted2","2016-07-01",9.8,"-0.345606","51.425286"
"297","London Teddington Bushy Park","ted2","2016-07-02",10.1,"-0.345606","51.425286"
"298","London Teddington Bushy Park","ted2","2016-07-03",12,"-0.345606","51.425286"
"299","London Teddington Bushy Park","ted2","2016-07-04",15.2,"-0.345606","51.425286"
"300","London Teddington Bushy Park","ted2","2016-07-05",19.8,"-0.345606","51.425286"
"301","London Teddington Bushy Park","ted2",NA,15.9,"-0.345606","51.425286"
"302","Lough Navar","ln","2016-06-30",11.3,"-7.900328","54.43951"
"303","Lough Navar","ln","2016-07-01",10.1,"-7.900328","54.43951"
"304","Lough Navar","ln","2016-07-02",11.1,"-7.900328","54.43951"
"305","Lough Navar","ln","2016-07-03",11.9,"-7.900328","54.43951"
"306","Lough Navar","ln","2016-07-04",11.5,"-7.900328","54.43951"
"307","Lough Navar","ln","2016-07-05",19.2,"-7.900328","54.43951"
"308","Lough Navar","ln",NA,11.1,"-7.900328","54.43951"
"309","Manchester Piccadilly","man3","2016-06-30",13.5,"-2.237881","53.48152"
"310","Manchester Piccadilly","man3","2016-07-01",10.3,"-2.237881","53.48152"
"311","Manchester Piccadilly","man3","2016-07-02",13.4,"-2.237881","53.48152"
"312","Manchester Piccadilly","man3","2016-07-03",15,"-2.237881","53.48152"
"313","Manchester Piccadilly","man3","2016-07-04",14.9,"-2.237881","53.48152"
"314","Manchester Piccadilly","man3","2016-07-05",18.7,"-2.237881","53.48152"
"315","Manchester Piccadilly","man3",NA,13.4,"-2.237881","53.48152"
"316","Middlesbrough","mid","2016-06-30",11.3,"-1.220874","54.569297"
"317","Middlesbrough","mid","2016-07-01",8.2,"-1.220874","54.569297"
"318","Middlesbrough","mid","2016-07-02",10.2,"-1.220874","54.569297"
"319","Middlesbrough","mid","2016-07-03",12.1,"-1.220874","54.569297"
"320","Middlesbrough","mid","2016-07-04",14.3,"-1.220874","54.569297"
"321","Middlesbrough","mid","2016-07-05",22.9,"-1.220874","54.569297"
"322","Middlesbrough","mid",NA,12.05,"-1.220874","54.569297"
"323","Narberth","pemb","2016-06-30",13.2,"-4.691462","51.781784"
"324","Narberth","pemb","2016-07-01",11,"-4.691462","51.781784"
"325","Narberth","pemb","2016-07-02",11.1,"-4.691462","51.781784"
"326","Narberth","pemb","2016-07-03",10.1,"-4.691462","51.781784"
"327","Narberth","pemb","2016-07-04",13.9,"-4.691462","51.781784"
"328","Narberth","pemb","2016-07-05",20.7,"-4.691462","51.781784"
"329","Narberth","pemb",NA,13.1,"-4.691462","51.781784"
"330","Newcastle Centre","newc","2016-06-30",10.25,"-1.610528","54.97825"
"331","Newcastle Centre","newc","2016-07-01",8.75,"-1.610528","54.97825"
"332","Newcastle Centre","newc","2016-07-02",10.6,"-1.610528","54.97825"
"333","Newcastle Centre","newc","2016-07-03",11.85,"-1.610528","54.97825"
"334","Newcastle Centre","newc","2016-07-04",11.85,"-1.610528","54.97825"
"335","Newcastle Centre","newc","2016-07-05",17.05,"-1.610528","54.97825"
"336","Newcastle Centre","newc",NA,8.4,"-1.610528","54.97825"
"337","Newport","npt3","2016-06-30",15.1,"-2.977281","51.601203"
"338","Newport","npt3","2016-07-01",12.7,"-2.977281","51.601203"
"339","Newport","npt3","2016-07-02",14.15,"-2.977281","51.601203"
"340","Newport","npt3","2016-07-03",14.45,"-2.977281","51.601203"
"341","Newport","npt3","2016-07-04",16.65,"-2.977281","51.601203"
"342","Newport","npt3","2016-07-05",22.9,"-2.977281","51.601203"
"343","Newport","npt3",NA,15.15,"-2.977281","51.601203"
"344","Norwich Lakenfields","no12","2016-06-30",16.35,"1.301976","52.614193"
"345","Norwich Lakenfields","no12","2016-07-01",12.95,"1.301976","52.614193"
"346","Norwich Lakenfields","no12","2016-07-02",10.9,"1.301976","52.614193"
"347","Norwich Lakenfields","no12","2016-07-03",15.25,"1.301976","52.614193"
"348","Norwich Lakenfields","no12","2016-07-04",16.3,"1.301976","52.614193"
"349","Norwich Lakenfields","no12","2016-07-05",17.4,"1.301976","52.614193"
"350","Norwich Lakenfields","no12",NA,14.8,"1.301976","52.614193"
"351","Nottingham Centre","nott","2016-06-30",13.15,"-1.146447","52.95473"
"352","Nottingham Centre","nott","2016-07-01",9.3,"-1.146447","52.95473"
"353","Nottingham Centre","nott","2016-07-02",9.9,"-1.146447","52.95473"
"354","Nottingham Centre","nott","2016-07-03",14.35,"-1.146447","52.95473"
"355","Nottingham Centre","nott","2016-07-04",16.1,"-1.146447","52.95473"
"356","Nottingham Centre","nott","2016-07-05",17.6,"-1.146447","52.95473"
"357","Nottingham Centre","nott",NA,13.1,"-1.146447","52.95473"
"358","Nottingham Western Boulevard","nwbv","2016-06-30",12.4,"-1.188851","52.969377"
"359","Nottingham Western Boulevard","nwbv","2016-07-01",8.8,"-1.188851","52.969377"
"360","Nottingham Western Boulevard","nwbv","2016-07-02",8.3,"-1.188851","52.969377"
"361","Nottingham Western Boulevard","nwbv","2016-07-03",11.1,"-1.188851","52.969377"
"362","Nottingham Western Boulevard","nwbv","2016-07-04",14.6,"-1.188851","52.969377"
"363","Nottingham Western Boulevard","nwbv","2016-07-05",18.2,"-1.188851","52.969377"
"364","Nottingham Western Boulevard","nwbv",NA,12.4,"-1.188851","52.969377"
"365","Oxford St Ebbes","ox8","2016-06-30",15.05,"-1.260278","51.744806"
"366","Oxford St Ebbes","ox8","2016-07-01",10.75,"-1.260278","51.744806"
"367","Oxford St Ebbes","ox8","2016-07-02",12,"-1.260278","51.744806"
"368","Oxford St Ebbes","ox8","2016-07-03",12.85,"-1.260278","51.744806"
"369","Oxford St Ebbes","ox8","2016-07-04",15.3,"-1.260278","51.744806"
"370","Oxford St Ebbes","ox8","2016-07-05",18.95,"-1.260278","51.744806"
"371","Oxford St Ebbes","ox8",NA,15,"-1.260278","51.744806"
"372","Plymouth Centre","plym","2016-06-30",14.8,"-4.142361","50.37167"
"373","Plymouth Centre","plym","2016-07-01",12.75,"-4.142361","50.37167"
"374","Plymouth Centre","plym","2016-07-02",14.15,"-4.142361","50.37167"
"375","Plymouth Centre","plym","2016-07-03",14.85,"-4.142361","50.37167"
"376","Plymouth Centre","plym","2016-07-04",15.75,"-4.142361","50.37167"
"377","Plymouth Centre","plym","2016-07-05",16.7,"-4.142361","50.37167"
"378","Plymouth Centre","plym",NA,14.25,"-4.142361","50.37167"
"379","Port Talbot Margam","pt4","2016-06-30",16.55,"-3.770822","51.58395"
"380","Port Talbot Margam","pt4","2016-07-01",15.4,"-3.770822","51.58395"
"381","Port Talbot Margam","pt4","2016-07-02",15.5,"-3.770822","51.58395"
"382","Port Talbot Margam","pt4","2016-07-03",12.45,"-3.770822","51.58395"
"383","Port Talbot Margam","pt4","2016-07-04",16.45,"-3.770822","51.58395"
"384","Port Talbot Margam","pt4","2016-07-05",20.85,"-3.770822","51.58395"
"385","Port Talbot Margam","pt4",NA,16.2,"-3.770822","51.58395"
"386","Portsmouth","pmth","2016-06-30",15.35,"-1.068583","50.82881"
"387","Portsmouth","pmth","2016-07-01",13.8,"-1.068583","50.82881"
"388","Portsmouth","pmth","2016-07-02",14.1,"-1.068583","50.82881"
"389","Portsmouth","pmth","2016-07-03",14.2,"-1.068583","50.82881"
"390","Portsmouth","pmth","2016-07-04",15.4,"-1.068583","50.82881"
"391","Portsmouth","pmth","2016-07-05",23.05,"-1.068583","50.82881"
"392","Portsmouth","pmth",NA,15.1,"-1.068583","50.82881"
"393","Preston","pres","2016-06-30",13.7,"-2.680353","53.76559"
"394","Preston","pres","2016-07-01",11.7,"-2.680353","53.76559"
"395","Preston","pres","2016-07-02",14.1,"-2.680353","53.76559"
"396","Preston","pres","2016-07-03",15.2,"-2.680353","53.76559"
"397","Preston","pres","2016-07-04",14.9,"-2.680353","53.76559"
"398","Preston","pres","2016-07-05",15,"-2.680353","53.76559"
"399","Preston","pres",NA,14.1,"-2.680353","53.76559"
"400","Reading New Town","rea1","2016-06-30",16.25,"-0.944067","51.45309"
"401","Reading New Town","rea1","2016-07-01",11.15,"-0.944067","51.45309"
"402","Reading New Town","rea1","2016-07-02",11.05,"-0.944067","51.45309"
"403","Reading New Town","rea1","2016-07-03",13,"-0.944067","51.45309"
"404","Reading New Town","rea1","2016-07-04",16.35,"-0.944067","51.45309"
"405","Reading New Town","rea1","2016-07-05",15.95,"-0.944067","51.45309"
"406","Reading New Town","rea1",NA,16.3,"-0.944067","51.45309"
"407","Rochester Stoke","roch","2016-06-30",17.4,"0.634889","51.45617"
"408","Rochester Stoke","roch","2016-07-01",11.7,"0.634889","51.45617"
"409","Rochester Stoke","roch","2016-07-02",11.55,"0.634889","51.45617"
"410","Rochester Stoke","roch","2016-07-03",12.45,"0.634889","51.45617"
"411","Rochester Stoke","roch","2016-07-04",17,"0.634889","51.45617"
"412","Rochester Stoke","roch","2016-07-05",21.75,"0.634889","51.45617"
"413","Rochester Stoke","roch",NA,17.35,"0.634889","51.45617"
"414","Salford Eccles","eccl","2016-06-30",14.3,"-2.334139","53.48481"
"415","Salford Eccles","eccl","2016-07-01",10.2,"-2.334139","53.48481"
"416","Salford Eccles","eccl","2016-07-02",13.3,"-2.334139","53.48481"
"417","Salford Eccles","eccl","2016-07-03",15,"-2.334139","53.48481"
"418","Salford Eccles","eccl","2016-07-04",15.1,"-2.334139","53.48481"
"419","Salford Eccles","eccl",NA,11.7,"-2.334139","53.48481"
"420","Saltash Callington Road","sash","2016-06-30",15.45,"-4.227678","50.411463"
"421","Saltash Callington Road","sash","2016-07-01",12.6,"-4.227678","50.411463"
"422","Saltash Callington Road","sash","2016-07-02",14.2,"-4.227678","50.411463"
"423","Saltash Callington Road","sash","2016-07-03",14.15,"-4.227678","50.411463"
"424","Saltash Callington Road","sash","2016-07-04",16.45,"-4.227678","50.411463"
"425","Saltash Callington Road","sash","2016-07-05",15.75,"-4.227678","50.411463"
"426","Saltash Callington Road","sash",NA,15.2,"-4.227678","50.411463"
"427","Sandy Roadside","sdy","2016-06-30",13.85,"-0.300306","52.132417"
"428","Sandy Roadside","sdy","2016-07-01",8.1,"-0.300306","52.132417"
"429","Sandy Roadside","sdy","2016-07-02",9.25,"-0.300306","52.132417"
"430","Sandy Roadside","sdy","2016-07-03",11.25,"-0.300306","52.132417"
"431","Sandy Roadside","sdy","2016-07-04",14.95,"-0.300306","52.132417"
"432","Sandy Roadside","sdy","2016-07-05",18.95,"-0.300306","52.132417"
"433","Sandy Roadside","sdy",NA,13.65,"-0.300306","52.132417"
"434","Scunthorpe Town","scn2","2016-06-30",13.8,"-0.636811","53.58634"
"435","Scunthorpe Town","scn2","2016-07-01",10.6,"-0.636811","53.58634"
"436","Scunthorpe Town","scn2","2016-07-02",11.5,"-0.636811","53.58634"
"437","Scunthorpe Town","scn2","2016-07-03",9.8,"-0.636811","53.58634"
"438","Scunthorpe Town","scn2","2016-07-04",16.5,"-0.636811","53.58634"
"439","Scunthorpe Town","scn2","2016-07-05",14.3,"-0.636811","53.58634"
"440","Scunthorpe Town","scn2",NA,14.2,"-0.636811","53.58634"
"441","Sheffield Devonshire Green","shdg","2016-06-30",14.75,"-1.478096","53.378622"
"442","Sheffield Devonshire Green","shdg","2016-07-01",12,"-1.478096","53.378622"
"443","Sheffield Devonshire Green","shdg","2016-07-02",12.65,"-1.478096","53.378622"
"444","Sheffield Devonshire Green","shdg","2016-07-03",12.35,"-1.478096","53.378622"
"445","Sheffield Devonshire Green","shdg","2016-07-04",17.4,"-1.478096","53.378622"
"446","Sheffield Devonshire Green","shdg","2016-07-05",22.2,"-1.478096","53.378622"
"447","Sheffield Devonshire Green","shdg",NA,14.9,"-1.478096","53.378622"
"448","Southampton A33","sa33","2016-06-30",14.7,"-1.463484","50.920265"
"449","Southampton A33","sa33","2016-07-01",12.3,"-1.463484","50.920265"
"450","Southampton A33","sa33","2016-07-02",11.6,"-1.463484","50.920265"
"451","Southampton A33","sa33","2016-07-03",12.6,"-1.463484","50.920265"
"452","Southampton A33","sa33","2016-07-04",15.3,"-1.463484","50.920265"
"453","Southampton A33","sa33","2016-07-05",14.8,"-1.463484","50.920265"
"454","Southampton A33","sa33",NA,15.1,"-1.463484","50.920265"
"455","Southend-on-Sea","send","2016-06-30",14.4,"0.678408","51.544206"
"456","Southend-on-Sea","send","2016-07-01",9.7,"0.678408","51.544206"
"457","Southend-on-Sea","send","2016-07-02",9.2,"0.678408","51.544206"
"458","Southend-on-Sea","send","2016-07-03",11.6,"0.678408","51.544206"
"459","Southend-on-Sea","send","2016-07-04",14.2,"0.678408","51.544206"
"460","Southend-on-Sea","send",NA,14.2,"0.678408","51.544206"
"461","Southwark A2 Old Kent Road","sk5","2016-06-30",17.8,"-0.05955","51.480499"
"462","Southwark A2 Old Kent Road","sk5","2016-07-01",13.1,"-0.05955","51.480499"
"463","Southwark A2 Old Kent Road","sk5","2016-07-02",14.8,"-0.05955","51.480499"
"464","Southwark A2 Old Kent Road","sk5","2016-07-03",16.1,"-0.05955","51.480499"
"465","Southwark A2 Old Kent Road","sk5","2016-07-04",17.7,"-0.05955","51.480499"
"466","Southwark A2 Old Kent Road","sk5","2016-07-05",28.9,"-0.05955","51.480499"
"467","Southwark A2 Old Kent Road","sk5",NA,17.6,"-0.05955","51.480499"
"468","Stanford-le-Hope Roadside","hope","2016-06-30",17.6,"0.439548","51.518167"
"469","Stanford-le-Hope Roadside","hope","2016-07-01",13.55,"0.439548","51.518167"
"470","Stanford-le-Hope Roadside","hope","2016-07-02",12.85,"0.439548","51.518167"
"471","Stanford-le-Hope Roadside","hope","2016-07-03",15.5,"0.439548","51.518167"
"472","Stanford-le-Hope Roadside","hope","2016-07-04",17.55,"0.439548","51.518167"
"473","Stanford-le-Hope Roadside","hope","2016-07-05",23.65,"0.439548","51.518167"
"474","Stanford-le-Hope Roadside","hope",NA,17.05,"0.439548","51.518167"
"475","Stockton-on-Tees A1305 Roadside","sotr","2016-06-30",12,"-1.3159","54.565819"
"476","Stockton-on-Tees A1305 Roadside","sotr","2016-07-01",8.5,"-1.3159","54.565819"
"477","Stockton-on-Tees A1305 Roadside","sotr","2016-07-02",10.8,"-1.3159","54.565819"
"478","Stockton-on-Tees A1305 Roadside","sotr","2016-07-03",12.4,"-1.3159","54.565819"
"479","Stockton-on-Tees A1305 Roadside","sotr","2016-07-04",14.5,"-1.3159","54.565819"
"480","Stockton-on-Tees A1305 Roadside","sotr","2016-07-05",18.4,"-1.3159","54.565819"
"481","Stockton-on-Tees A1305 Roadside","sotr",NA,12.5,"-1.3159","54.565819"
"482","Stoke-on-Trent A50 Roadside","stkr","2016-06-30",11.8,"-2.111898","52.980436"
"483","Stoke-on-Trent A50 Roadside","stkr","2016-07-01",8.4,"-2.111898","52.980436"
"484","Stoke-on-Trent A50 Roadside","stkr","2016-07-02",9.5,"-2.111898","52.980436"
"485","Stoke-on-Trent A50 Roadside","stkr","2016-07-03",10.6,"-2.111898","52.980436"
"486","Stoke-on-Trent A50 Roadside","stkr","2016-07-04",13.5,"-2.111898","52.980436"
"487","Stoke-on-Trent A50 Roadside","stkr","2016-07-05",15.2,"-2.111898","52.980436"
"488","Stoke-on-Trent A50 Roadside","stkr",NA,11.4,"-2.111898","52.980436"
"489","Stoke-on-Trent Centre","stok","2016-06-30",12.1,"-2.175133","53.02821"
"490","Stoke-on-Trent Centre","stok","2016-07-01",8.8,"-2.175133","53.02821"
"491","Stoke-on-Trent Centre","stok","2016-07-02",10.1,"-2.175133","53.02821"
"492","Stoke-on-Trent Centre","stok","2016-07-03",9.4,"-2.175133","53.02821"
"493","Stoke-on-Trent Centre","stok","2016-07-04",14.3,"-2.175133","53.02821"
"494","Stoke-on-Trent Centre","stok","2016-07-05",18.8,"-2.175133","53.02821"
"495","Stoke-on-Trent Centre","stok",NA,12,"-2.175133","53.02821"
"496","Storrington Roadside","stor","2016-06-30",14.6,"-0.449548","50.916932"
"497","Storrington Roadside","stor",NA,14.45,"-0.449548","50.916932"
"498","Sunderland Silksworth","sun2","2016-06-30",11.8,"-1.406878","54.88361"
"499","Sunderland Silksworth","sun2","2016-07-01",8.7,"-1.406878","54.88361"
"500","Sunderland Silksworth","sun2","2016-07-02",11.6,"-1.406878","54.88361"
"501","Sunderland Silksworth","sun2","2016-07-03",13.1,"-1.406878","54.88361"
"502","Sunderland Silksworth","sun2","2016-07-04",13.8,"-1.406878","54.88361"
"503","Sunderland Silksworth","sun2","2016-07-05",15.4,"-1.406878","54.88361"
"504","Sunderland Silksworth","sun2",NA,12.1,"-1.406878","54.88361"
"505","Thurrock","thur","2016-06-30",17,"0.317969","51.47707"
"506","Thurrock","thur","2016-07-01",12,"0.317969","51.47707"
"507","Thurrock","thur","2016-07-02",13.2,"0.317969","51.47707"
"508","Thurrock","thur","2016-07-03",14.6,"0.317969","51.47707"
"509","Thurrock","thur","2016-07-04",16.8,"0.317969","51.47707"
"510","Thurrock","thur","2016-07-05",23.9,"0.317969","51.47707"
"511","Thurrock","thur",NA,16.7,"0.317969","51.47707"
"512","Warrington","war","2016-06-30",12.85,"-2.615358","53.38928"
"513","Warrington","war","2016-07-01",10.45,"-2.615358","53.38928"
"514","Warrington","war","2016-07-02",13.25,"-2.615358","53.38928"
"515","Warrington","war","2016-07-03",12.75,"-2.615358","53.38928"
"516","Warrington","war","2016-07-04",14.4,"-2.615358","53.38928"
"517","Warrington","war","2016-07-05",15.2,"-2.615358","53.38928"
"518","Warrington","war",NA,13.1,"-2.615358","53.38928"
"519","Wigan Centre","wig5","2016-06-30",13.6,"-2.638139","53.54914"
"520","Wigan Centre","wig5","2016-07-01",9.2,"-2.638139","53.54914"
"521","Wigan Centre","wig5","2016-07-02",12.9,"-2.638139","53.54914"
"522","Wigan Centre","wig5","2016-07-03",14.3,"-2.638139","53.54914"
"523","Wigan Centre","wig5","2016-07-04",14.7,"-2.638139","53.54914"
"524","Wigan Centre","wig5","2016-07-05",16.1,"-2.638139","53.54914"
"525","Wigan Centre","wig5",NA,13.6,"-2.638139","53.54914"
"526","Wirral Tranmere","tran","2016-06-30",15.7,"-3.022722","53.37287"
"527","Wirral Tranmere","tran","2016-07-01",13.5,"-3.022722","53.37287"
"528","Wirral Tranmere","tran","2016-07-02",15.6,"-3.022722","53.37287"
"529","Wirral Tranmere","tran","2016-07-03",17,"-3.022722","53.37287"
"530","Wirral Tranmere","tran","2016-07-04",17.6,"-3.022722","53.37287"
"531","Wirral Tranmere","tran","2016-07-05",18.7,"-3.022722","53.37287"
"532","Wirral Tranmere","tran",NA,15.5,"-3.022722","53.37287"
"533","York Bootham","yk10","2016-06-30",12.3,"-1.086514","53.967513"
"534","York Bootham","yk10","2016-07-01",8.65,"-1.086514","53.967513"
"535","York Bootham","yk10","2016-07-02",10.5,"-1.086514","53.967513"
"536","York Bootham","yk10","2016-07-03",12.35,"-1.086514","53.967513"
"537","York Bootham","yk10","2016-07-04",14.6,"-1.086514","53.967513"
"538","York Bootham","yk10","2016-07-05",24.8,"-1.086514","53.967513"
"539","York Bootham","yk10",NA,12.7,"-1.086514","53.967513"
"540","York Fishergate","yk11","2016-06-30",13.95,"-1.075861","53.951889"
"541","York Fishergate","yk11","2016-07-01",11.25,"-1.075861","53.951889"
"542","York Fishergate","yk11","2016-07-02",12.75,"-1.075861","53.951889"
"543","York Fishergate","yk11","2016-07-03",14.15,"-1.075861","53.951889"
"544","York Fishergate","yk11","2016-07-04",17.05,"-1.075861","53.951889"
"545","York Fishergate","yk11","2016-07-05",22.5,"-1.075861","53.951889"
"546","York Fishergate","yk11",NA,14.45,"-1.075861","53.951889"
